['time', 'x', 'y', 'z']
['1731070856.45', '5801.3', '6170.9', '0.0']
['1731070856.95', '5801.43', '6171.09', '0.0']
['1731070857.45', '5801.56', '6171.28', '0.0']
['1731070857.95', '5801.69', '6171.47', '0.0']
['1731070858.45', '5801.82', '6171.66', '0.0']
['1731070858.95', '5801.95', '6171.85', '0.0']
['1731070859.45', '5802.08', '6172.04', '0.0']
['1731070859.96', '5802.21', '6172.23', '0.0']
['1731070860.45', '5802.34', '6172.42', '0.0']
['1731070860.96', '5802.47', '6172.61', '0.0']
['1731070861.46', '5802.6', '6172.8', '0.0']
['1731070861.96', '5802.73', '6172.99', '0.0']
['1731070862.46', '5802.86', '6173.18', '0.0']
['1731070862.96', '5802.99', '6173.37', '0.0']
['1731070863.46', '5803.12', '6173.56', '0.0']
['1731070863.96', '5803.25', '6173.75', '0.0']
['1731070864.46', '5803.38', '6173.94', '0.0']
['1731070864.96', '5803.51', '6174.13', '0.0']
['1731070865.46', '5803.64', '6174.32', '0.0']
['1731070865.96', '5803.77', '6174.51', '0.0']
['1731070866.46', '5803.9', '6174.7', '0.0']
['1731070866.96', '5804.03', '6174.89', '0.0']
['1731070867.46', '5804.16', '6175.08', '0.0']
['1731070867.96', '5804.29', '6175.27', '0.0']
['1731070868.46', '5804.42', '6175.46', '0.0']
['1731070868.96', '5804.55', '6175.65', '0.0']
['1731070869.47', '5804.68', '6175.84', '0.0']
['1731070869.97', '5804.81', '6176.03', '0.0']
['1731070870.47', '5804.94', '6176.22', '0.0']
['1731070870.97', '5805.07', '6176.41', '0.0']
['1731070871.47', '5805.2', '6176.6', '0.0']
['1731070871.97', '5805.33', '6176.79', '0.0']
['1731070872.47', '5805.46', '6176.98', '0.0']
['1731070872.97', '5805.59', '6177.17', '0.0']
['1731070873.47', '5805.72', '6177.36', '0.0']
['1731070873.97', '5805.85', '6177.55', '0.0']
['1731070874.47', '5805.98', '6177.74', '0.0']
['1731070874.97', '5806.11', '6177.93', '0.0']
['1731070875.47', '5806.24', '6178.12', '0.0']
['1731070875.97', '5806.37', '6178.31', '0.0']
['1731070876.47', '5806.5', '6178.5', '0.0']
['1731070876.97', '5806.63', '6178.69', '0.0']
['1731070877.47', '5806.76', '6178.88', '0.0']
['1731070877.97', '5806.89', '6179.07', '0.0']
['1731070878.47', '5807.02', '6179.26', '0.0']
['1731070878.97', '5807.15', '6179.45', '0.0']
['1731070879.47', '5807.28', '6179.64', '0.0']
['1731070879.97', '5807.41', '6179.83', '0.0']
['1731070880.47', '5807.54', '6180.02', '0.0']
['1731070880.98', '5807.67', '6180.21', '0.0']
['1731070881.48', '5807.8', '6180.4', '0.0']
['1731070881.98', '5807.93', '6180.59', '0.0']
['1731070882.48', '5808.06', '6180.78', '0.0']
['1731070882.98', '5808.19', '6180.97', '0.0']
['1731070883.48', '5808.32', '6181.16', '0.0']
['1731070883.98', '5808.45', '6181.35', '0.0']
['1731070884.48', '5808.58', '6181.54', '0.0']
['1731070884.98', '5808.71', '6181.73', '0.0']
['1731070885.48', '5808.84', '6181.92', '0.0']
['1731070885.98', '5808.97', '6182.11', '0.0']
['1731070886.48', '5809.1', '6182.3', '0.0']
['1731070886.98', '5809.23', '6182.49', '0.0']
['1731070887.48', '5809.36', '6182.68', '0.0']
['1731070887.98', '5809.49', '6182.87', '0.0']
['1731070888.48', '5809.62', '6183.06', '0.0']
['1731070888.98', '5809.75', '6183.25', '0.0']
['1731070889.48', '5809.88', '6183.44', '0.0']
['1731070889.98', '5810.01', '6183.63', '0.0']
['1731070890.48', '5810.14', '6183.82', '0.0']
['1731070890.99', '5810.27', '6184.01', '0.0']
['1731070891.49', '5810.4', '6184.2', '0.0']
['1731070891.99', '5810.53', '6184.39', '0.0']
['1731070892.49', '5810.66', '6184.58', '0.0']
['1731070892.99', '5810.79', '6184.77', '0.0']
['1731070893.49', '5810.92', '6184.96', '0.0']
['1731070893.99', '5811.05', '6185.15', '0.0']
['1731070894.49', '5811.18', '6185.34', '0.0']
['1731070894.99', '5811.31', '6185.53', '0.0']
['1731070895.49', '5811.44', '6185.72', '0.0']
['1731070895.99', '5811.57', '6185.91', '0.0']
['1731070896.49', '5811.7', '6186.1', '0.0']
['1731070896.99', '5811.83', '6186.29', '0.0']
['1731070897.49', '5811.96', '6186.48', '0.0']
['1731070897.99', '5812.09', '6186.67', '0.0']
['1731070898.49', '5812.22', '6186.86', '0.0']
['1731070898.99', '5812.35', '6187.05', '0.0']
['1731070899.49', '5812.48', '6187.24', '0.0']
['1731070899.99', '5812.61', '6187.43', '0.0']
['1731070900.49', '5812.74', '6187.62', '0.0']
['1731070901.0', '5812.87', '6187.81', '0.0']
['1731070901.49', '5813.0', '6188.0', '0.0']
['1731070901.99', '5813.13', '6188.19', '0.0']
['1731070902.49', '5813.26', '6188.38', '0.0']
['1731070903.0', '5813.39', '6188.57', '0.0']
['1731070903.5', '5813.52', '6188.76', '0.0']
['1731070904.0', '5813.65', '6188.95', '0.0']
['1731070904.5', '5813.78', '6189.14', '0.0']
['1731070905.0', '5813.91', '6189.33', '0.0']
['1731070905.5', '5814.04', '6189.52', '0.0']
['1731070906.0', '5814.17', '6189.71', '0.0']
['1731070906.5', '5814.3', '6189.9', '0.0']
['1731070907.01', '5814.43', '6190.09', '0.0']
['1731070907.5', '5814.56', '6190.28', '0.0']
['1731070908.0', '5814.69', '6190.47', '0.0']
['1731070908.5', '5814.82', '6190.66', '0.0']
['1731070909.0', '5814.95', '6190.85', '0.0']
['1731070909.5', '5815.08', '6191.04', '0.0']
['1731070910.0', '5815.21', '6191.23', '0.0']
['1731070910.5', '5815.34', '6191.42', '0.0']
['1731070911.01', '5815.47', '6191.61', '0.0']
['1731070911.51', '5815.6', '6191.8', '0.0']
['1731070912.01', '5815.73', '6191.99', '0.0']
['1731070912.51', '5815.86', '6192.18', '0.0']
['1731070913.01', '5815.99', '6192.37', '0.0']
['1731070913.51', '5816.12', '6192.56', '0.0']
['1731070914.01', '5816.25', '6192.75', '0.0']
['1731070914.51', '5816.38', '6192.94', '0.0']
['1731070915.01', '5816.51', '6193.13', '0.0']
['1731070915.51', '5816.64', '6193.32', '0.0']
['1731070916.01', '5816.77', '6193.51', '0.0']
['1731070916.51', '5816.9', '6193.7', '0.0']
['1731070917.01', '5817.03', '6193.89', '0.0']
['1731070917.51', '5817.16', '6194.08', '0.0']
['1731070918.01', '5817.29', '6194.27', '0.0']
['1731070918.51', '5817.42', '6194.46', '0.0']
['1731070919.01', '5817.55', '6194.65', '0.0']
['1731070919.51', '5817.68', '6194.84', '0.0']
['1731070920.01', '5817.81', '6195.03', '0.0']
['1731070920.52', '5817.94', '6195.22', '0.0']
['1731070921.02', '5818.07', '6195.41', '0.0']
['1731070921.52', '5818.2', '6195.6', '0.0']
['1731070922.02', '5818.33', '6195.79', '0.0']
['1731070922.52', '5818.46', '6195.98', '0.0']
['1731070923.02', '5818.59', '6196.17', '0.0']
['1731070923.52', '5818.72', '6196.36', '0.0']
['1731070924.02', '5818.85', '6196.55', '0.0']
['1731070924.52', '5818.98', '6196.74', '0.0']
['1731070925.02', '5819.11', '6196.93', '0.0']
['1731070925.52', '5819.24', '6197.12', '0.0']
['1731070926.02', '5819.37', '6197.31', '0.0']
['1731070926.52', '5819.5', '6197.5', '0.0']
['1731070927.02', '5819.63', '6197.69', '0.0']
['1731070927.52', '5819.76', '6197.88', '0.0']
['1731070928.02', '5819.89', '6198.07', '0.0']
['1731070928.52', '5820.02', '6198.26', '0.0']
['1731070929.02', '5820.15', '6198.45', '0.0']
['1731070929.52', '5820.28', '6198.64', '0.0']
['1731070930.02', '5820.41', '6198.83', '0.0']
['1731070930.52', '5820.54', '6199.02', '0.0']
['1731070931.03', '5820.67', '6199.21', '0.0']
['1731070931.53', '5820.8', '6199.4', '0.0']
['1731070932.03', '5820.93', '6199.59', '0.0']
['1731070932.53', '5821.06', '6199.78', '0.0']
['1731070933.03', '5821.19', '6199.97', '0.0']
['1731070933.53', '5821.32', '6200.16', '0.0']
['1731070934.03', '5821.45', '6200.35', '0.0']
['1731070934.53', '5821.58', '6200.54', '0.0']
['1731070935.03', '5821.71', '6200.73', '0.0']
['1731070935.53', '5821.84', '6200.92', '0.0']
['1731070936.03', '5821.97', '6201.11', '0.0']
['1731070936.53', '5822.1', '6201.3', '0.0']
['1731070937.03', '5822.23', '6201.49', '0.0']
['1731070937.53', '5822.36', '6201.68', '0.0']
['1731070938.03', '5822.49', '6201.87', '0.0']
['1731070938.53', '5822.62', '6202.06', '0.0']
['1731070939.03', '5822.75', '6202.25', '0.0']
['1731070939.53', '5822.88', '6202.44', '0.0']
['1731070940.03', '5823.01', '6202.63', '0.0']
['1731070940.54', '5823.14', '6202.82', '0.0']
['1731070941.04', '5823.27', '6203.01', '0.0']
['1731070941.54', '5823.4', '6203.2', '0.0']
['1731070942.04', '5823.53', '6203.39', '0.0']
['1731070942.54', '5823.66', '6203.58', '0.0']
['1731070943.04', '5823.79', '6203.77', '0.0']
['1731070943.54', '5823.92', '6203.96', '0.0']
['1731070944.04', '5824.05', '6204.15', '0.0']
['1731070944.54', '5824.18', '6204.34', '0.0']
['1731070945.04', '5824.31', '6204.53', '0.0']
['1731070945.54', '5824.44', '6204.72', '0.0']
['1731070946.04', '5824.57', '6204.91', '0.0']
['1731070946.54', '5824.7', '6205.1', '0.0']
['1731070947.04', '5824.83', '6205.29', '0.0']
['1731070947.54', '5824.96', '6205.48', '0.0']
['1731070948.04', '5825.09', '6205.67', '0.0']
['1731070948.55', '5825.22', '6205.86', '0.0']
['1731070949.04', '5825.35', '6206.05', '0.0']
['1731070949.55', '5825.48', '6206.24', '0.0']
['1731070950.05', '5825.61', '6206.43', '0.0']
['1731070950.55', '5825.74', '6206.62', '0.0']
['1731070951.05', '5825.87', '6206.81', '0.0']
['1731070951.55', '5826.0', '6207.0', '0.0']
['1731070952.05', '5826.13', '6207.19', '0.0']
['1731070952.55', '5826.26', '6207.38', '0.0']
['1731070953.05', '5826.39', '6207.57', '0.0']
['1731070953.55', '5826.52', '6207.76', '0.0']
['1731070954.05', '5826.65', '6207.95', '0.0']
['1731070954.55', '5826.78', '6208.14', '0.0']
['1731070955.05', '5826.91', '6208.33', '0.0']
['1731070955.55', '5827.04', '6208.52', '0.0']
['1731070956.05', '5827.17', '6208.71', '0.0']
['1731070956.55', '5827.3', '6208.9', '0.0']
['1731070957.05', '5827.43', '6209.09', '0.0']
['1731070957.55', '5827.56', '6209.28', '0.0']
['1731070958.06', '5827.69', '6209.47', '0.0']
['1731070958.55', '5827.82', '6209.66', '0.0']
['1731070959.05', '5827.95', '6209.85', '0.0']
['1731070959.55', '5828.08', '6210.04', '0.0']
['1731070960.06', '5828.21', '6210.23', '0.0']
['1731070960.55', '5828.34', '6210.42', '0.0']
['1731070961.05', '5828.47', '6210.61', '0.0']
['1731070961.56', '5828.6', '6210.8', '0.0']
['1731070962.06', '5828.73', '6210.99', '0.0']
['1731070962.56', '5828.86', '6211.18', '0.0']
['1731070963.06', '5828.99', '6211.37', '0.0']
['1731070963.56', '5829.12', '6211.56', '0.0']
['1731070964.06', '5829.25', '6211.75', '0.0']
['1731070964.56', '5829.38', '6211.94', '0.0']
['1731070965.06', '5829.51', '6212.13', '0.0']
['1731070965.56', '5829.64', '6212.32', '0.0']
['1731070966.06', '5829.77', '6212.51', '0.0']
['1731070966.56', '5829.9', '6212.7', '0.0']
['1731070967.06', '5830.03', '6212.89', '0.0']
['1731070967.56', '5830.16', '6213.08', '0.0']
['1731070968.06', '5830.29', '6213.27', '0.0']
['1731070968.56', '5830.42', '6213.46', '0.0']
['1731070969.06', '5830.55', '6213.65', '0.0']
['1731070969.56', '5830.68', '6213.84', '0.0']
['1731070970.06', '5830.81', '6214.03', '0.0']
['1731070970.56', '5830.94', '6214.22', '0.0']
['1731070971.07', '5831.07', '6214.41', '0.0']
['1731070971.57', '5831.2', '6214.6', '0.0']
['1731070972.07', '5831.33', '6214.79', '0.0']
['1731070972.57', '5831.46', '6214.98', '0.0']
['1731070973.07', '5831.59', '6215.17', '0.0']
['1731070973.57', '5831.72', '6215.36', '0.0']
['1731070974.07', '5831.85', '6215.55', '0.0']
['1731070974.57', '5831.98', '6215.74', '0.0']
['1731070975.07', '5832.11', '6215.93', '0.0']
['1731070975.57', '5832.24', '6216.12', '0.0']
['1731070976.07', '5832.37', '6216.31', '0.0']
['1731070976.57', '5832.5', '6216.5', '0.0']
['1731070977.07', '5832.63', '6216.69', '0.0']
['1731070977.57', '5832.76', '6216.88', '0.0']
['1731070978.07', '5832.89', '6217.07', '0.0']
['1731070978.57', '5833.02', '6217.26', '0.0']
['1731070979.07', '5833.15', '6217.45', '0.0']
['1731070979.57', '5833.28', '6217.64', '0.0']
['1731070980.07', '5833.41', '6217.83', '0.0']
['1731070980.57', '5833.54', '6218.02', '0.0']
['1731070981.07', '5833.67', '6218.21', '0.0']
['1731070981.57', '5833.8', '6218.4', '0.0']
['1731070982.07', '5833.93', '6218.59', '0.0']
['1731070982.57', '5834.06', '6218.78', '0.0']
['1731070983.08', '5834.19', '6218.97', '0.0']
['1731070983.58', '5834.32', '6219.16', '0.0']
['1731070984.08', '5834.45', '6219.35', '0.0']
['1731070984.58', '5834.58', '6219.54', '0.0']
['1731070985.08', '5834.71', '6219.73', '0.0']
['1731070985.58', '5834.84', '6219.92', '0.0']
['1731070986.08', '5834.97', '6220.11', '0.0']
['1731070986.58', '5835.1', '6220.3', '0.0']
['1731070987.08', '5835.23', '6220.49', '0.0']
['1731070987.58', '5835.36', '6220.68', '0.0']
['1731070988.08', '5835.49', '6220.87', '0.0']
['1731070988.58', '5835.62', '6221.06', '0.0']
['1731070989.08', '5835.75', '6221.25', '0.0']
['1731070989.58', '5835.88', '6221.44', '0.0']
['1731070990.08', '5836.01', '6221.63', '0.0']
['1731070990.58', '5836.14', '6221.82', '0.0']
['1731070991.08', '5836.27', '6222.01', '0.0']
['1731070991.58', '5836.4', '6222.2', '0.0']
['1731070992.08', '5836.53', '6222.39', '0.0']
['1731070992.59', '5836.66', '6222.58', '0.0']
['1731070993.08', '5836.79', '6222.77', '0.0']
['1731070993.59', '5836.92', '6222.96', '0.0']
['1731070994.09', '5837.05', '6223.15', '0.0']
['1731070994.59', '5837.18', '6223.34', '0.0']
['1731070995.09', '5837.31', '6223.53', '0.0']
['1731070995.59', '5837.44', '6223.72', '0.0']
['1731070996.09', '5837.57', '6223.91', '0.0']
['1731070996.59', '5837.7', '6224.1', '0.0']
['1731070997.09', '5837.83', '6224.29', '0.0']
['1731070997.59', '5837.96', '6224.48', '0.0']
['1731070998.09', '5838.09', '6224.67', '0.0']
['1731070998.59', '5838.22', '6224.86', '0.0']
['1731070999.09', '5838.35', '6225.05', '0.0']
['1731070999.59', '5838.48', '6225.24', '0.0']
['1731071000.09', '5838.61', '6225.43', '0.0']
['1731071000.59', '5838.74', '6225.62', '0.0']
['1731071001.09', '5838.87', '6225.81', '0.0']
['1731071001.59', '5839.0', '6226.0', '0.0']
['1731071002.09', '5839.13', '6226.19', '0.0']
['1731071002.59', '5839.26', '6226.38', '0.0']
['1731071003.09', '5839.39', '6226.57', '0.0']
['1731071003.59', '5839.52', '6226.76', '0.0']
['1731071004.1', '5839.65', '6226.95', '0.0']
['1731071004.6', '5839.78', '6227.14', '0.0']
['1731071005.1', '5839.91', '6227.33', '0.0']
['1731071005.6', '5840.04', '6227.52', '0.0']
['1731071006.1', '5840.17', '6227.71', '0.0']
['1731071006.6', '5840.3', '6227.9', '0.0']
['1731071007.1', '5840.43', '6228.09', '0.0']
['1731071007.6', '5840.56', '6228.28', '0.0']
['1731071008.1', '5840.69', '6228.47', '0.0']
['1731071008.6', '5840.82', '6228.66', '0.0']
['1731071009.1', '5840.95', '6228.85', '0.0']
['1731071009.6', '5841.08', '6229.04', '0.0']
['1731071010.1', '5841.21', '6229.23', '0.0']
['1731071010.6', '5841.34', '6229.42', '0.0']
['1731071011.1', '5841.47', '6229.61', '0.0']
['1731071011.6', '5841.6', '6229.8', '0.0']
['1731071012.1', '5841.73', '6229.99', '0.0']
['1731071012.6', '5841.86', '6230.18', '0.0']
['1731071013.11', '5841.99', '6230.37', '0.0']
['1731071013.61', '5842.12', '6230.56', '0.0']
['1731071014.11', '5842.25', '6230.75', '0.0']
['1731071014.61', '5842.38', '6230.94', '0.0']
['1731071015.11', '5842.51', '6231.13', '0.0']
['1731071015.61', '5842.64', '6231.32', '0.0']
['1731071016.11', '5842.77', '6231.51', '0.0']
['1731071016.61', '5842.9', '6231.7', '0.0']
['1731071017.11', '5843.03', '6231.89', '0.0']
['1731071017.61', '5843.16', '6232.08', '0.0']
['1731071018.11', '5843.29', '6232.27', '0.0']
['1731071018.61', '5843.42', '6232.46', '0.0']
['1731071019.11', '5843.55', '6232.65', '0.0']
['1731071019.61', '5843.68', '6232.84', '0.0']
['1731071020.11', '5843.81', '6233.03', '0.0']
['1731071020.61', '5843.94', '6233.22', '0.0']
['1731071021.11', '5844.07', '6233.41', '0.0']
['1731071021.61', '5844.2', '6233.6', '0.0']
['1731071022.11', '5844.33', '6233.79', '0.0']
['1731071022.61', '5844.46', '6233.98', '0.0']
['1731071023.11', '5844.59', '6234.17', '0.0']
['1731071023.61', '5844.72', '6234.36', '0.0']
['1731071024.11', '5844.85', '6234.55', '0.0']
['1731071024.61', '5844.98', '6234.74', '0.0']
['1731071025.12', '5845.11', '6234.93', '0.0']
['1731071025.62', '5845.24', '6235.12', '0.0']
['1731071026.12', '5845.37', '6235.31', '0.0']
['1731071026.62', '5845.5', '6235.5', '0.0']
['1731071027.12', '5845.63', '6235.69', '0.0']
['1731071027.62', '5845.76', '6235.88', '0.0']
['1731071028.12', '5845.89', '6236.07', '0.0']
['1731071028.62', '5846.02', '6236.26', '0.0']
['1731071029.12', '5846.15', '6236.45', '0.0']
['1731071029.62', '5846.28', '6236.64', '0.0']
['1731071030.12', '5846.41', '6236.83', '0.0']
['1731071030.62', '5846.54', '6237.02', '0.0']
['1731071031.12', '5846.67', '6237.21', '0.0']
['1731071031.62', '5846.8', '6237.4', '0.0']
['1731071032.12', '5846.93', '6237.59', '0.0']
['1731071032.62', '5847.06', '6237.78', '0.0']
['1731071033.12', '5847.19', '6237.97', '0.0']
['1731071033.62', '5847.32', '6238.16', '0.0']
['1731071034.12', '5847.45', '6238.35', '0.0']
['1731071034.62', '5847.58', '6238.54', '0.0']
['1731071035.12', '5847.71', '6238.73', '0.0']
['1731071035.63', '5847.84', '6238.92', '0.0']
['1731071036.13', '5847.97', '6239.11', '0.0']
['1731071036.63', '5848.1', '6239.3', '0.0']
['1731071037.13', '5848.23', '6239.49', '0.0']
['1731071037.63', '5848.36', '6239.68', '0.0']
['1731071038.13', '5848.49', '6239.87', '0.0']
['1731071038.63', '5848.62', '6240.06', '0.0']
['1731071039.13', '5848.75', '6240.25', '0.0']
['1731071039.63', '5848.88', '6240.44', '0.0']
['1731071040.13', '5849.01', '6240.63', '0.0']
['1731071040.63', '5849.14', '6240.82', '0.0']
['1731071041.13', '5849.27', '6241.01', '0.0']
['1731071041.63', '5849.4', '6241.2', '0.0']
['1731071042.13', '5849.53', '6241.39', '0.0']
['1731071042.63', '5849.66', '6241.58', '0.0']
['1731071043.13', '5849.79', '6241.77', '0.0']
['1731071043.63', '5849.92', '6241.96', '0.0']
['1731071044.13', '5850.05', '6242.15', '0.0']
['1731071044.63', '5850.18', '6242.34', '0.0']
['1731071045.14', '5850.31', '6242.53', '0.0']
['1731071045.64', '5850.44', '6242.72', '0.0']
['1731071046.14', '5850.57', '6242.91', '0.0']
['1731071046.64', '5850.7', '6243.1', '0.0']
['1731071047.14', '5850.83', '6243.29', '0.0']
['1731071047.64', '5850.96', '6243.48', '0.0']
['1731071048.14', '5851.09', '6243.67', '0.0']
['1731071048.64', '5851.22', '6243.86', '0.0']
['1731071049.14', '5851.35', '6244.05', '0.0']
['1731071049.64', '5851.48', '6244.24', '0.0']
['1731071050.14', '5851.61', '6244.43', '0.0']
['1731071050.64', '5851.74', '6244.62', '0.0']
['1731071051.14', '5851.87', '6244.81', '0.0']
['1731071051.64', '5852.0', '6245.0', '0.0']
['1731071052.14', '5852.13', '6245.19', '0.0']
['1731071052.65', '5852.26', '6245.38', '0.0']
['1731071053.14', '5852.39', '6245.57', '0.0']
['1731071053.64', '5852.52', '6245.76', '0.0']
['1731071054.14', '5852.65', '6245.95', '0.0']
['1731071054.64', '5852.78', '6246.14', '0.0']
['1731071055.15', '5852.91', '6246.33', '0.0']
['1731071055.65', '5853.04', '6246.52', '0.0']
['1731071056.15', '5853.17', '6246.71', '0.0']
['1731071056.65', '5853.3', '6246.9', '0.0']
['1731071057.15', '5853.43', '6247.09', '0.0']
['1731071057.65', '5853.56', '6247.28', '0.0']
['1731071058.15', '5853.69', '6247.47', '0.0']
['1731071058.65', '5853.82', '6247.66', '0.0']
['1731071059.15', '5853.95', '6247.85', '0.0']
['1731071059.65', '5854.08', '6248.04', '0.0']
['1731071060.15', '5854.21', '6248.23', '0.0']
['1731071060.65', '5854.34', '6248.42', '0.0']
['1731071061.15', '5854.47', '6248.61', '0.0']
['1731071061.65', '5854.6', '6248.8', '0.0']
['1731071062.15', '5854.73', '6248.99', '0.0']
['1731071062.65', '5854.86', '6249.18', '0.0']
['1731071063.16', '5854.99', '6249.37', '0.0']
['1731071063.65', '5855.12', '6249.56', '0.0']
['1731071064.16', '5855.25', '6249.75', '0.0']
['1731071064.65', '5855.38', '6249.94', '0.0']
['1731071065.16', '5855.51', '6250.13', '0.0']
['1731071065.66', '5855.64', '6250.32', '0.0']
['1731071066.16', '5855.77', '6250.51', '0.0']
['1731071066.66', '5855.9', '6250.7', '0.0']
['1731071067.16', '5856.03', '6250.89', '0.0']
['1731071067.66', '5856.16', '6251.08', '0.0']
['1731071068.16', '5856.29', '6251.27', '0.0']
['1731071068.66', '5856.42', '6251.46', '0.0']
['1731071069.16', '5856.55', '6251.65', '0.0']
['1731071069.66', '5856.68', '6251.84', '0.0']
